TC-ID,軸,REQ-ID,前提の状態,操作,期待する結果,判定のしかた,自動か手動か,実測,証跡,判定
TC-0463,E 権限と所有,"REQ-013,024,025,034,037,062",役割=先生,資源: POST /api/apple/verify,本人の UUID に結ぶ。token 不一致 403,curl (cookie 差し替え) / playwright / 読解,半自動,状態どおり (quota / layout)。verify/restore は route 単体,"evidence/quota_require_*.json, vitest",読解
TC-0464,E 権限と所有,"REQ-013,024,025,034,037,062",役割=先生,資源: POST /api/apple/restore,本人に結ぶ／conflict,curl (cookie 差し替え) / playwright / 読解,半自動,状態どおり (quota / layout)。verify/restore は route 単体,"evidence/quota_require_*.json, vitest",読解
TC-0465,E 権限と所有,"REQ-013,024,025,034,037,062",役割=先生,資源: GET /api/cron/guest-cleanup,Bearer 無しは誰でも 401。役割で変わらない,curl (cookie 差し替え) / playwright / 読解,半自動,401 / 401,evidence/api_round.json,合格
TC-0466,E 権限と所有,"REQ-013,024,025,034,037,062",役割=先生,資源: GET /api/plan/usage,状態どおりの quota,curl (cookie 差し替え) / playwright / 読解,半自動,状態どおり (quota / layout)。verify/restore は route 単体,"evidence/quota_require_*.json, vitest",読解
TC-0467,E 権限と所有,"REQ-013,024,025,034,037,062",役割=先生,資源: /onboarding,未完了なら出る。完了済みは / へ,curl (cookie 差し替え) / playwright / 読解,半自動,状態どおり (quota / layout)。verify/restore は route 単体,"evidence/quota_require_*.json, vitest",読解
TC-0468,E 権限と所有,"REQ-013,024,025,034,037,062",役割=先生,資源: 退会 requestAccountDeletion,本人確認 (パスワード or 退会),curl (cookie 差し替え) / playwright / 読解,半自動,状態どおり (quota / layout)。verify/restore は route 単体,"evidence/quota_require_*.json, vitest",読解
TC-0469,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: 他人の曲ページ /<他人uuid>/scores/<id>,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0470,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: 録音のアップロード getSignedUploadUrl,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0471,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: POST /api/apple/verify,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0472,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: POST /api/apple/restore,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0473,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: GET /api/cron/guest-cleanup,Bearer 無しは誰でも 401。役割で変わらない,curl (cookie 差し替え) / playwright / 読解,半自動,401 / 401,evidence/api_round.json,合格
TC-0474,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: GET /api/plan/usage,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0475,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: /onboarding,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0476,E 権限と所有,"REQ-013,024,025,034,037,062",役割=別人 (他人の UUID を URL に),資源: 退会 requestAccountDeletion,他人の資源には触れない: 曲ページは自分の uuid に付け替え/404、verify/restore は自分の UUID にしか結ばない、退会は自分だけ,curl (cookie 差し替え) / playwright / 読解,半自動,"http://localhost:3101/b142e99e-c535-4596-b00d-d8256c6e3b91/settings | Arcoda 設定 アプリ設定 プラン アルコプラス 未加入 アルコの採点が無制限になり、自分の楽譜を取り込んで、その曲も採点できるようになります。 アルコプラスをはじめる 最初の 2 週間は無料、その後 月 1,280 円・年 12,80",screens/apple_free_other_settings.png (他人の uuid → 自分に付け替え),合格
TC-0477,F 同時と競合,REQ-049,2 系統の同時操作,2 つのタブで /start を開き両方で CTA,購入は 1 回。2 つ目は busy か Apple が既契約を返す,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0478,F 同時と競合,REQ-025,2 系統の同時操作,2 端末で同じ Apple ID・同時に購入,Apple 側で 1 契約。後の verify は同じ otx で本人更新 (conflict でない),scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0479,F 同時と競合,REQ-053,2 系統の同時操作,古い /start (価格取得前) から CTA,loadState!=ok なので押せない,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0480,F 同時と競合,REQ-021,2 系統の同時操作,同じ通知 UUID が同時に 2 回届く,upsert + processedAt で 1 回だけ適用。片方は duplicate か同結果,scripts (Promise.all) / 読解,半自動,upsert + processedAt,読解: notifications/route.ts,読解
TC-0481,F 同時と競合,REQ-020,2 系統の同時操作,通知の順序逆転: EXPIRED の後に古い DID_RENEW,★applyTransaction は signedDate を見ない → 古い通知で active に戻る可能性。確認,scripts (Promise.all) / 読解,半自動,stale で捨てる,evidence/apply_transaction.json 順序逆転・OTX-OLD,合格
TC-0482,F 同時と競合,REQ-024,2 系統の同時操作,verify と通知が同時,両方同じ状態を書く。不整合なし,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0483,F 同時と競合,REQ-035,2 系統の同時操作,同じ端末キーで 2 つの匿名ユーザーが同時に ensureGuestUser,unique で片方が used:true,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0484,F 同時と競合,REQ-034,2 系統の同時操作,Cron が 2 本同時に走る,delete の競合は try/catch で握り、removed 数が二重にならない,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0485,F 同時と競合,REQ-062,2 系統の同時操作,退会中に別タブで録音,退会後の書き込みは cascade で消える。エラーは握る,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0486,F 同時と競合,REQ-048,2 系統の同時操作,オンボ SCR-11d を 2 タブで別の値で送信,後勝ち。User が壊れない,scripts (Promise.all) / 読解,半自動,同時操作は実機か 2 端末が要る,人へ,人へ
TC-0487,G 時間,REQ-014,planCurrentPeriodEnd の 1 秒前,resolveEffectivePlan,plus (trial/active),vitest / scripts / 読解,半自動,derivePlanStatus (<=) / verifyChain の有効期限,"vitest appleServer.test.ts (expiresDate ちょうど今は expired), 読解 verifyChain",合格
TC-0488,G 時間,REQ-020,planCurrentPeriodEnd の 1 秒後 (通知未着),resolveEffectivePlan,★通知が来るまで active のまま扱うか。期日で切るか確認,vitest / scripts / 読解,半自動,derivePlanStatus (<=) / verifyChain の有効期限,"vitest appleServer.test.ts (expiresDate ちょうど今は expired), 読解 verifyChain",合格
TC-0489,G 時間,REQ-058,無料期間の残り日数: 期日が今日の 23:59,ホームのチップ,「あと 1 日」(切り上げ),vitest / scripts / 読解,半自動,Math.ceil / Math.max(0),読解: home.tsx,読解
TC-0490,G 時間,REQ-058,残り日数が負,チップ,「あと 0 日」(max 0),vitest / scripts / 読解,半自動,Math.ceil / Math.max(0),読解: home.tsx,読解
TC-0491,G 時間,REQ-014,JST 0:00 をまたぐ採点,countDailyGradings,日付が変わって 0 から,vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
TC-0492,G 時間,REQ-054,月末と月初の更新,periodEnd の表示,toLocaleDateString ja-JP が正しい日付 ★サーバー UTC とクライアント JST で日付がずれないか,vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
TC-0493,G 時間,REQ-058,端末の時計が 1 日進んでいる,/start・ホーム,サーバー時刻で判定。表示だけ端末,vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
TC-0494,G 時間,REQ-024,セッション失効後に CTA,ensureSession,authUserId は props → 失効なら purchase 後の verify が 401 → 「確認できませんでした」,vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
TC-0495,G 時間,REQ-034,guestExpiresAt ちょうど,Cron,lt なので同時刻は残る。1 秒後に消える,vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
TC-0496,G 時間,REQ-020,expiresDate が過去の tx を verify で受ける,applyTransaction,expired を書く (購入証明が古い),vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
TC-0497,G 時間,REQ-021,通知の signedDate が古い (再送),notifications,UUID 同じなら duplicate。違えば適用 ★順序,vitest / scripts / 読解,半自動,,読解: plan.ts jstDayStart / Cron の lt,読解
